"ID","interval","rate","step_km","lower","upper","angle","distance_open_forest","raw_habitat_code","distance_water"
"elk-363",122,9.73,9.73339623410041,9.725,9.735,0.52,2790.72,23,0.16771
"elk-363",123,0.65,0.647701513044396,0.645,0.655,1.79,3679.16,19,0.86205
"elk-363",124,0.66,0.661910114743686,0.655,0.665,2.95,3319.36,16,0.77217
"elk-363",125,1.33,1.33099135985175,1.325,1.335,-2.1,3576.4,17,0.93408
"elk-363",126,0.47,0.470068080175627,0.465,0.475,2.87,2252.22,16,0.025
"elk-363",127,0.26,0.255507827668743,0.255,0.265,0.36,2700,16,0.3182
"elk-363",128,1.11,1.384329530856,1.105,1.115,0.79,2950,19,0.48023
"elk-363",129,0.17,0.12879829191414,0.165,0.175,-2.92,3983.87,16,0.90139
"elk-363",130,0.32,0.318948663580834,0.315,0.325,-2.9,3888.52,16,0.90312
"elk-363",131,2.46,3.06907872984712,2.455,2.465,-3.01,4035,17,0.79412
"elk-363",132,0.93,0.694598625106615,0.925,0.935,2.9,3936.05,18,0.46098
"elk-363",133,0.98,1.22304875209454,0.975,0.985,0.54,3918.31,19,0.60104
"elk-363",134,1.61,1.21011290795529,1.605,1.615,1.3,3550.35,17,0.94637
"elk-363",135,1.51,1.88456792130186,1.505,1.515,-2.44,2329.83,1,0
"elk-363",136,0.14,0.106943910532578,0.135,0.145,3.09,4059.02,17,0.81624
"elk-363",137,0.13,0.165314851117496,0.125,0.135,1.48,3949.13,17,0.75581
"elk-363",138,0.49,0.369905731234324,0.485,0.495,2.64,3983.87,16,0.90139
"elk-363",139,0.03,0.0276812210713328,0.025,0.035,-2.69,4079.37,14,0.73527
"elk-363",140,0.31,0.262421893141559,0.305,0.315,0.81,4095.42,14,0.76689
"elk-363",141,0.77,0.896962234433535,0.765,0.775,1.51,4313.13,25,1.02774
"elk-363",142,0.02,0.0224722050542442,0.015,0.025,-0.53,4924.43,19,1.29663
"elk-363",143,0.04,0.0425440947723653,0.035,0.045,2.99,4947.28,19,1.28282
"elk-363",144,6.84,6.8341631711571,6.835,6.845,-2.95,4901.59,19,1.31077
"elk-363",145,0.12,0.117882356610309,0.115,0.125,0.47,11629.3,16,0.275
"elk-363",146,0.75,0.750746295362155,0.745,0.755,-2.04,11725.64,14,0.37832
"elk-363",147,0.65,0.651610504826311,0.645,0.655,2.9,11833.03,25,0.15811
"elk-363",148,0.05,0.0617110200855568,0.045,0.055,-2.53,11893.72,13,0.41908
"elk-363",149,0.34,0.255391855782443,0.335,0.345,-2.8,11922.51,13,0.40311
"elk-363",150,0.02,0.0200249843945008,0.015,0.025,-2.85,11739.3,14,0.40311
"elk-363",151,0.39,0.391555870853701,0.385,0.395,-0.45,11760.24,14,0.40697
"elk-363",152,5.46,6.8280766874721,5.455,5.465,-2.16,12010.02,13,0.38079
"elk-363",153,1.66,1.2440210006266,1.655,1.665,-2.72,5236.71,26,1.3
"elk-363",154,4.9,4.908038304659,4.895,4.905,-1.99,6281.17,6,1.18559
"elk-363",155,0.1,0.104120122935002,0.095,0.105,0.95,8312.19,16,0.10308
"elk-363",156,0.18,0.175980822818851,0.175,0.185,1.3,8437.01,23,0.22638
"elk-363",157,0.18,0.177177876722801,0.175,0.185,2.39,8454.47,6,0.32016
"elk-363",158,0.06,0.0590084739677277,0.055,0.065,2.66,8308.47,16,0.14142
"elk-363",159,0.17,0.169434353069264,0.165,0.175,-1.46,8382.31,6,0.21506
"elk-363",160,0.11,0.112094825928764,0.105,0.115,2.45,8416.39,19,0.19039
"elk-363",161,0.18,0.176821944339496,0.175,0.185,1.87,8460.68,23,0.25495
"elk-363",162,2.52,2.52109048826098,2.515,2.525,3.1,8284.66,6,0.10607
"elk-363",163,0.24,0.239004707066618,0.235,0.245,0.52,10766.99,19,0.79765
"elk-363",164,0.22,0.224982221519835,0.215,0.225,1.45,11011.84,19,0.875
"elk-363",165,0.18,0.184448502298067,0.175,0.185,2.36,10945.83,19,0.80777
"elk-363",166,0.05,0.0455411901469428,0.045,0.055,0.53,10856.39,13,0.95033
"elk-363",167,0.04,0.039195025194532,0.035,0.045,-2.47,10860.31,13,0.92229
"elk-363",168,0.27,0.270751269618445,0.265,0.275,-1.26,10831.46,13,0.93005
"elk-363",169,0.18,0.181207063879971,0.175,0.185,-0.18,10992.78,16,0.7433
"elk-363",170,7.3,6.07979292410523,7.295,7.305,-0.88,11111.26,26,0.58523
"elk-363",171,12.97,15.1334907159584,12.965,12.975,-0.18,17161.37,16,1.11943
"elk-363",172,0,0.00282842712474619,0,0.005,-0.37,32011.69,27,1.30815
"elk-363",173,0.1,0.103077640640442,0.095,0.105,-0.1,32036.17,27,1.33065
"elk-363",174,0.09,0.0911811384004389,0.085,0.095,2.83,32100.36,27,1.34629
"elk-363",175,0.03,0.0269118932815958,0.025,0.035,-2.9,32060.66,27,1.35324
"elk-363",176,6.55,6.60687830976173,6.545,6.555,1.29,32090.2,27,1.36565
"elk-363",177,0.14,0.137767920794356,0.135,0.145,1,37674.81,17,3.32585
"elk-363",178,0.1,0.099040395798886,0.095,0.105,-3.11,37684.55,25,3.47536
"elk-363",179,0.1,0.10304489312916,0.095,0.105,1.2,37669.7,17,3.37583
"elk-363",180,0.18,0.18280659178487,0.175,0.185,1.58,37774.28,17,3.32509
"elk-363",181,0.1,0.098488578017961,0.095,0.105,-2.8,37833.82,25,3.47644
"elk-363",182,0.05,0.0502195181179589,0.045,0.055,-2.3,37843.8,25,3.37648
"elk-363",183,3.87,3.86511060643806,3.865,3.875,-1.98,37789.03,25,3.42536
"elk-363",184,0.29,0.293736276275165,0.285,0.295,2.8,41414.75,25,1.32853
"elk-363",185,2.46,2.46151376189531,2.455,2.465,1.65,41113.75,25,1.60721
"elk-363",186,1.97,2.46395216065572,1.965,1.975,-3.14,41399.71,27,1.57421
"elk-363",187,0.02,0.0172046505340853,0.015,0.025,1.01,41113.75,25,1.60721
"elk-363",188,0.12,0.124816865847529,0.115,0.125,1.59,41088.8,25,1.63133
"elk-363",189,0.32,0.319277308933786,0.315,0.325,1.97,41045.61,26,1.7077
"elk-363",190,1.03,1.03379881988712,1.025,1.035,-1.51,41373.28,14,1.42149
"elk-363",191,0.15,0.15138031576133,0.145,0.155,0.41,41381.83,14,1.23693
"elk-363",192,2.83,2.83163362743135,2.825,2.835,-0.61,41445.91,14,1.15974
"elk-363",193,0.12,0.122429571591181,0.115,0.125,2.74,41058.65,25,1.6568
"elk-363",194,0.11,0.114970648428197,0.105,0.115,3.13,41116.34,26,1.75161
"elk-363",195,0.16,0.162246725698857,0.155,0.165,2.85,41058.65,25,1.6568
"elk-363",196,0.13,0.130503831361382,0.125,0.135,-3.1,41190.35,26,1.75
"elk-363",197,0.03,0.0257730479377197,0.025,0.035,-0.26,41103.87,25,1.67798
"elk-363",198,0.09,0.0905883546599672,0.085,0.095,2.78,41083.31,25,1.65473
"elk-363",199,0.06,0.0564358042380899,0.055,0.065,-0.08,41153.2,26,1.67575
"elk-363",200,0.24,0.241560033946015,0.235,0.245,2.78,41206.61,26,1.65
"elk-363",201,0.28,0.237146052043883,0.275,0.285,2.66,40992.99,25,1.76139
"elk-363",202,0.12,0.142007922314215,0.115,0.125,-3.01,41145,19,1.57678
"elk-363",203,0.01,0.00756637297521078,0.005,0.015,0.98,41029.88,25,1.68412
"elk-363",204,0.2,0.198217052747739,0.195,0.205,-1.05,41029.88,25,1.68412
"elk-363",205,0.33,0.325677754843649,0.325,0.335,2.55,40882.19,26,1.84949
"elk-363",206,0.27,0.274055195170608,0.265,0.275,1.2,40985,26,1.52069
"elk-363",207,0,0.0047169905660283,0,0.005,1.32,41244.07,19,1.425
"elk-363",208,0.01,0.0047169905660283,0.005,0.015,3.14,41244.07,19,1.425
"elk-363",209,0.01,0.00894427190999916,0.005,0.015,-2.12,41244.07,19,1.425
"elk-363",210,0.01,0.00860232526704263,0.005,0.015,1.73,41239.85,19,1.45
"elk-363",211,0.02,0.0114127122105133,0.015,0.025,-2.69,41244.07,19,1.425
"elk-363",212,0,0.00304138126514911,0,0.005,0.34,41239.85,19,1.45
"elk-363",213,0,0,0,0.005,NA,41239.85,19,1.45
"elk-363",214,0.01,0.014142135623731,0.005,0.015,NA,41239.85,19,1.45
"elk-363",215,0.01,0.00565685424949238,0.005,0.015,2.5,41239.85,19,1.45
"elk-363",216,0.02,0.0230488611432322,0.015,0.025,0.72,41239.85,19,1.45
"elk-363",217,0.02,0.0148660687473185,0.015,0.025,1.29,41244.07,19,1.425
