cell_line,chromosome,start,end,copy_ratio,p_value,normal_count,tumor_count
HCC1143,8,97407399,98317602,2.187,0.0,3496,11471
HCC1143,8,98317697,102535904,1.627,8.91e-41,14869,36301
HCC1143,8,102535965,112410975,2.557,0.0,36293,139224
HCC1143,8,112411194,114870632,2.904,0.0,8100,35291
HCC1143,8,114870827,115494723,1.648,3.5e-80,1689,4177
HCC1143,8,115494792,124162755,2.165,0.0,32074,104208
HCC1143,8,124162970,124488782,2.856,1.93e-13,945,4050
HCC1143,8,124489350,133419753,2.302,7.92e-09,34948,120729
HCC1143,8,133419943,146274825,2.18,1.46e-11,45565,149026
HCC1143,9,1,20977689,0.354,1.0,74054,39299
HCC1143,9,20979587,28492463,0.382,4.34e-10,25792,14770
HCC1143,9,28493197,30537881,1.531,0.0,6142,14108
HCC1143,9,30538318,35899747,0.909,2.09e-167,17482,23851
HCC1143,9,35900627,74119668,0.846,4.72e-08,23912,30352
HCC1143,9,74119770,74301917,0.651,1.8e-07,731,714
HCC1143,9,74302320,75135186,0.905,2.25e-09,2958,4015
HCC1143,9,75135468,113687727,0.796,4.14e-07,135760,162231
HCC1143,9,113687881,115415956,0.908,1.61e-11,4995,6807
HCC1143,9,115416087,128766331,0.797,7.24e-11,51311,61372
HCC1143,9,128766554,128875315,0.545,2.35e-09,457,374
HCC1143,9,128876728,140273251,0.776,3.82e-08,33811,39365
HCC1143,10,1,6336164,1.55,1.0,20669,48074
HCC1143,10,6336623,14690091,1.666,1.18e-11,31355,78388
HCC1143,10,14690196,26180974,1.807,0.0,38782,105177
HCC1143,10,26181145,29578837,1.968,1.8e-11,10936,32287
HCC1143,10,29578977,52220556,1.364,9.22e-182,49413,101162
HCC1143,10,52221014,65364446,1.421,3.66e-07,44678,95237
HCC1143,10,65364825,76014045,0.857,0.0,35203,45242
HCC1143,10,76014705,117152676,0.816,1.31e-09,146278,179104
HCC1143,10,117152810,117321987,1.113,7.95e-07,458,765
HCC1143,10,117322082,135374736,0.814,7.08e-07,64966,79381
HCC1143,11,1,4804924,0.795,1.0,12604,15037
HCC1143,11,4805074,5995054,1.322,0.0,3655,7250
HCC1143,11,5995441,6365140,1.908,0.0,1244,3561
HCC1143,11,6365297,7271059,1.259,1.66e-25,3601,6803
HCC1143,11,7271210,7752291,1.857,0.0,1866,5200
HCC1143,11,7752341,12318498,1.314,3.57e-31,16390,32324
HCC1143,11,12318600,27776471,0.815,0.0,54440,66540
HCC1143,11,27777578,29787834,1.408,0.0,7301,15419
HCC1143,11,29788078,36565476,0.834,1.24e-201,25433,31827
HCC1143,11,36566261,39267627,1.468,0.0,9157,20167
HCC1143,11,39267849,45506020,0.845,9.99e-264,22730,28834
HCC1143,11,45506268,48222633,1.421,0.0,9284,19798
HCC1143,11,48222888,48579371,1.013,4.77e-12,659,1002
HCC1143,11,48581006,50712047,1.738,0.0,880,2295
HCC1143,11,50713191,58681263,1.083,1.05e-26,10186,16554
HCC1143,11,58681637,59563729,1.302,3.58e-12,2929,5720
HCC1143,11,59564319,59803409,1.976,0.0,726,2153
HCC1143,11,59803704,61862363,0.813,1.26e-67,6814,8310
HCC1143,11,61863413,62111932,1.337,0.0,642,1288
HCC1143,11,62112047,65178054,0.821,2.72e-19,9369,11538
HCC1143,11,65178335,67252786,1.111,0.0,6359,10596
HCC1143,11,67255584,68545408,0.798,1.67e-33,3411,4085
HCC1143,11,68545824,68655552,1.886,0.0,425,1203
HCC1143,11,68655558,69290478,6.957,0.0,2302,24031
HCC1143,11,69290835,70074640,3.643,1.24e-95,2326,12715
HCC1143,11,70075354,72081577,0.84,0.0,6063,7639
HCC1143,11,72081681,74024760,0.978,6.16e-11,6763,9921
HCC1143,11,74024771,78029029,1.606,0.0,14002,33739
HCC1143,11,78029405,80149614,0.818,0.0,7236,8877
HCC1143,11,80149762,110375556,0.57,6.66e-92,102521,87615
HCC1143,11,110376360,130780487,0.539,9.07e-15,79477,64331
HCC1143,11,130780698,132924184,0.497,5.6e-07,9233,6882
HCC1143,11,132924621,134452383,0.242,7.59e-149,5557,2017
HCC1143,12,1,54888108,0.818,1.0,175532,215312
HCC1143,12,54888366,59823803,1.709,0.0,16392,42022
HCC1143,12,59823899,64307795,0.838,0.0,15135,19019
HCC1143,12,64308163,64415949,1.869,0.0,429,1203
HCC1143,12,64415984,66605324,5.123,0.0,8514,65444
HCC1143,12,66605335,68453396,2.819,3.56e-254,6791,28726
HCC1143,12,68459483,68572007,1.465,1.38e-28,374,822
HCC1143,12,68572173,70655899,2.673,0.0,7262,29121
HCC1143,12,70655973,71191755,3.876,0.0,2190,12738
HCC1143,12,71191807,100653596,0.839,0.0,103348,130162
HCC1143,12,100654307,100940797,1.119,3.07e-11,961,1614
HCC1143,12,100941069,111150374,0.802,3.55e-14,36973,44470
HCC1143,12,111150822,111360093,2.302,0.0,634,2190
HCC1143,12,111360358,124910037,0.805,2.58e-85,46528,56224
HCC1143,12,124910336,132349533,0.997,0.0,24530,36710
HCC1143,13,1,20338314,0.852,1.0,5126,6552
HCC1143,13,20338449,23260433,0.737,6.01e-10,9946,10996
HCC1143,13,23260623,25335915,1.157,0.0,6740,11702
HCC1143,13,25336183,28385074,1.273,8.27e-07,10681,20397
HCC1143,13,28385964,42664609,0.557,0.0,52680,44024
HCC1143,13,42664914,42747320,0.387,3.17e-07,437,254
HCC1143,13,42747672,87669542,0.57,3.75e-08,152780,130768
HCC1143,13,87669987,89071819,0.65,8.91e-08,3765,3669
HCC1143,13,89072194,96763857,0.553,2.8e-10,28059,23261
HCC1143,13,96764170,97136325,0.293,5.75e-58,1497,657
HCC1143,13,97138615,97950551,0.571,0.0,2831,2427
HCC1143,13,97951669,106728111,1.31,0.0,33396,65618
HCC1143,13,106728488,109870180,1.544,0.0,11866,27485
HCC1143,13,109870317,114142979,0.818,0.0,12369,15174
HCC1143,14,1,20820095,1.319,1.0,3797,7517
HCC1143,14,20820904,58084891,1.064,1.34e-24,123424,197125
HCC1143,14,58085201,58404942,0.889,2.12e-07,1365,1821
HCC1143,14,58406330,87603245,1.051,1.6e-06,105539,166391
HCC1143,14,87603508,90655690,0.985,3.8e-07,11330,16751
HCC1143,14,90656320,91029451,1.468,0.0,1301,2865
HCC1143,14,91030461,93268360,1.045,3.07e-19,7708,12082
HCC1143,14,93268386,93336258,0.695,1.58e-08,328,342
HCC1143,14,93336487,102076206,0.978,1.92e-06,33601,49305
HCC1143,14,102076584,103772029,1.081,2.39e-07,5175,8390
HCC1143,14,103772334,103883426,2.085,0.0,415,1298
HCC1143,14,103883441,104911984,3.496,0.0,3145,16498
HCC1143,14,104912126,106368584,2.593,2.2e-07,404,1572
HCC1143,15,1,29061893,1.02,1.0,18913,28937
HCC1143,15,29061941,54763757,1.084,2.23e-09,84746,137850
HCC1143,15,54764070,62540623,1.628,0.0,29894,73005
HCC1143,15,62540700,70072101,1.332,2.56e-87,26959,53893
HCC1143,15,70072322,70440212,2.141,0.0,1297,4166
HCC1143,15,70440329,100338914,1.277,5.23e-51,100552,192645
HCC1143,16,1,13219913,1.069,1.0,42809,68638
HCC1143,16,13220138,34734885,1.337,0.0,48009,96275
HCC1143,16,34735177,53436137,0.785,0.0,31658,37286
HCC1143,16,53436405,75301971,0.832,1.87e-10,72525,90503
HCC1143,16,75302103,75376401,0.539,1.43e-09,349,282
HCC1143,16,75377646,88827253,0.793,1.04e-07,46197,54952
HCC1143,17,1,23935250,1.051,1.0,70276,110852
HCC1143,17,23935525,29695298,0.807,1.47e-137,18887,22876
HCC1143,17,29696281,32153206,1.171,0.0,6191,10882
HCC1143,17,32153432,34985792,0.559,9.57e-228,7580,6356
HCC1143,17,34985988,35216956,1.119,0.0,840,1410
HCC1143,17,35218290,38556021,0.562,6.96e-40,9424,7949
HCC1143,17,38556598,39925895,1.1,0.0,3665,6051
HCC1143,17,39926643,40059771,0.671,1.87e-14,436,439
HCC1143,17,40060938,43295006,1.087,1.58e-14,6955,11346
HCC1143,17,43295075,43502794,2.277,0.0,743,2538
HCC1143,17,43503764,51050179,1.068,3.22e-58,27115,43451
HCC1143,17,51050426,54961438,1.637,0.0,14438,35461
HCC1143,17,54961502,62483476,0.859,0.0,22917,29529
HCC1143,17,62483664,78774741,1.596,0.0,51917,124347
HCC1143,18,1,1081086,1.911,1.0,2917,8363
HCC1143,18,1081137,1194858,1.168,1.87e-15,403,706
HCC1143,18,1196049,2816091,1.823,1.41e-13,5818,15912
HCC1143,18,2816472,7885976,2.111,0.0,17035,53964
HCC1143,18,7886170,10798011,2.705,0.0,10717,43500
HCC1143,18,10798368,11695608,2.326,1.87e-11,3219,11233
HCC1143,18,11696017,16798053,1.041,2.05e-223,8414,13147
HCC1143,18,16798266,19074886,0.825,5.45e-30,7946,9837
HCC1143,18,19075687,19805756,2.142,0.0,2702,8685
HCC1143,18,19805945,20108637,1.318,2.58e-33,1193,2359
HCC1143,18,20109050,36020756,0.846,5.15e-30,59195,75116
HCC1143,18,36028031,42180522,1.11,0.0,22838,38053
HCC1143,18,42180598,49231551,0.9,2.09e-73,27358,36955
HCC1143,18,49232026,53271432,0.804,1.62e-17,15650,18870
HCC1143,18,53271552,56176062,0.978,0.0,10475,15366
HCC1143,18,56176510,57423305,0.827,2.95e-13,4759,5907
HCC1143,18,57423402,64867961,1.546,0.0,26146,60655
HCC1143,18,64868582,69804684,1.403,9.72e-17,17758,37380
HCC1143,18,69804766,76117152,1.544,1.33e-15,23064,53443
HCC1143,19,1,14543076,0.816,1.0,35573,43544
HCC1143,19,14544282,14690726,1.891,0.0,424,1203
HCC1143,19,14690741,15692485,8.127,0.0,2668,32535
HCC1143,19,15692705,17282748,1.34,0.0,4433,8916
HCC1143,19,17283421,20009101,1.073,1.41e-20,7215,11621
HCC1143,19,20009546,20535018,2.491,0.0,545,2037
HCC1143,19,20537057,23523375,0.807,4.94e-82,3983,4824
HCC1143,19,23524000,23974279,1.396,0.0,845,1770
HCC1143,19,23974374,36003064,0.957,2.23e-16,12606,18107
HCC1143,19,36003172,57343250,1.063,2.22e-16,55900,89127
HCC1143,19,57343340,63811650,0.969,1.04e-15,15749,22888
HCC1143,20,1,6983482,1.479,1.0,24431,54225
HCC1143,20,6983566,24239836,1.7,0.0,62427,159255
HCC1143,20,24240063,25664129,1.93,1.82e-12,4596,13311
HCC1143,20,25664278,29268625,1.193,8.56e-19,508,909
HCC1143,20,29268969,29622428,2.311,0.0,1188,4120
HCC1143,20,29622518,32283246,3.38,0.0,8996,45620
HCC1143,20,32283321,34322771,2.217,1.04e-122,6697,22274
HCC1143,20,34322987,37420906,1.884,6.76e-20,11240,31772
HCC1143,20,37421026,62435963,1.037,0.0,91702,142635
HCC1143,21,1,16166971,2.91,1.0,6883,30057
HCC1143,21,16167216,17694772,1.264,0.0,5009,9501
HCC1143,21,17695757,18281370,3.075,0.0,1805,8329
HCC1143,21,18281624,22560591,1.077,2.03e-255,13868,22415
HCC1143,21,22560764,27182116,0.92,5.25e-26,16048,22146
HCC1143,21,27183555,32214705,0.68,1.08e-93,18087,18452
HCC1143,21,32216154,32786920,1.913,0.0,2014,5781
HCC1143,21,32787024,35042892,1.331,8.78e-34,8494,16961
HCC1143,21,35043468,35152570,0.413,7.31e-94,494,306
HCC1143,21,35153177,40988629,0.838,0.0,22312,28049
HCC1143,21,40989179,41115030,1.749,0.0,458,1202
HCC1143,21,41115031,41370392,2.594,7.34e-10,986,3838
HCC1143,21,41370742,42101477,0.907,2.68e-119,2786,3791
HCC1143,21,42102181,42396611,2.414,0.0,1136,4115
HCC1143,21,42396653,44308162,1.093,1.28e-88,6101,10005
HCC1143,21,44308223,46351817,2.748,0.0,6750,27834
HCC1143,21,46352621,46944322,1.068,2.77e-178,1387,2222
HCC1143,22,1,28074010,1.581,1.0,31079,73738
HCC1143,22,28074378,44856339,1.514,3.21e-07,56401,128156
HCC1143,22,44856791,45005021,2.306,3.11e-15,509,1761
HCC1143,22,45005058,49691431,1.473,1.1e-16,15148,33477
HCC1143,X,1,44633776,0.284,1.0,141333,60213
HCC1143,X,44634504,46771942,0.614,0.0,6766,6234
HCC1143,X,46772225,50192265,0.353,2.2e-101,7515,3976
HCC1143,X,50192515,50280847,0.185,1.24e-13,401,111
HCC1143,X,50283428,57025093,0.286,1.76e-06,15429,6629
HCC1143,X,57026224,57393113,0.407,1.1e-07,783,478
HCC1143,X,57394231,61665886,0.757,0.0,2676,3038
HCC1143,X,61666843,64815418,1.114,0.0,6792,11353
HCC1143,X,64815516,73012381,0.851,2.03e-49,22613,28884
HCC1143,X,73012566,77923388,1.433,0.0,9121,19608
HCC1143,X,77923577,83525676,1.578,1.11e-09,15403,36467
HCC1143,X,83525882,85667004,1.308,1.33e-24,5934,11642
HCC1143,X,85667638,87442704,1.503,1.76e-09,5170,11657
HCC1143,X,87442767,100009828,1.304,1.7e-14,28523,55800
HCC1143,X,100009903,105793750,0.743,0.0,17155,19136
HCC1143,X,105793959,106055045,1.146,0.0,797,1371
HCC1143,X,106055444,106842456,0.731,9.95e-17,2680,2940
HCC1143,X,106843188,106952333,0.526,9.74e-07,512,404
HCC1143,X,106953077,114865139,0.767,5.89e-10,25943,29860
HCC1143,X,114865457,115265316,1.007,2.64e-08,801,1210
HCC1143,X,115265774,117463411,1.497,0.0,6443,14471
HCC1143,X,117463486,117914740,2.045,0.0,1578,4841
HCC1143,X,117914808,138654697,1.31,2.92e-46,65900,129482
HCC1143,X,138655087,138993035,0.446,3.02e-161,967,647
HCC1143,X,138993098,146571177,0.782,0.0,21235,24916
HCC1143,X,146571576,151983429,0.709,2.92e-12,17553,18675
HCC1143,X,151984821,152502391,1.491,0.0,1321,2956
HCC1143,X,152502562,154913753,1.038,8.78e-21,5348,8332
NCI-H2347,1,1,4399426,0.907,1.0,7874,8243
NCI-H2347,1,4400594,59581916,0.836,6.04e-07,207999,200668
NCI-H2347,1,59582269,59666425,0.594,7.19e-08,506,347
NCI-H2347,1,59666588,121029456,0.825,2.37e-07,274937,261855
NCI-H2347,1,121030960,144229455,1.27,3.67e-11,481,705
NCI-H2347,1,144229513,144971021,0.831,3.14e-08,954,915
NCI-H2347,1,144972086,204404124,1.219,0.0,247327,348018
NCI-H2347,1,204404145,215008293,1.133,7.31e-30,48442,63305
NCI-H2347,1,215009122,215406152,0.759,1.48e-38,1944,1703
NCI-H2347,1,215406613,235906358,1.102,0.0,88266,112243
NCI-H2347,1,235906666,235962581,0.764,1.71e-07,364,321
NCI-H2347,1,235962992,247249718,1.087,5.62e-07,44614,55951
NCI-H2347,2,1,172015160,0.837,1.0,715695,690893
NCI-H2347,2,172015260,172168160,0.636,2.06e-07,729,535
NCI-H2347,2,172169211,185999911,0.838,2.03e-07,65991,63805
NCI-H2347,2,185999998,186084291,0.586,6e-08,470,318
NCI-H2347,2,186085105,190422443,0.847,2.89e-08,20187,19732
NCI-H2347,2,190423049,190513436,0.616,8.63e-07,495,352
NCI-H2347,2,190515060,221898264,0.833,2.69e-06,148257,142474
NCI-H2347,2,221899004,242951148,0.857,2.49e-06,86076,85131
NCI-H2347,3,1,126814147,1.204,1.0,548743,762480
NCI-H2347,3,126814252,130808590,1.284,1.18e-08,13873,20556
NCI-H2347,3,130808862,173977332,1.214,9.36e-07,195323,273552
NCI-H2347,3,173978730,174554777,1.366,3.36e-06,2679,4223
NCI-H2347,3,174554880,196676961,1.21,2.07e-06,101922,142271
NCI-H2347,3,196677610,197115986,0.91,9.6e-09,700,735
NCI-H2347,3,197116804,199501826,1.2,1.3e-07,6326,8762
NCI-H2347,4,1,59919293,1.078,1.0,241795,300769
NCI-H2347,4,59919422,85051643,1.105,8.35e-07,105918,134998
NCI-H2347,4,85051702,85120992,0.781,2.47e-07,395,356
NCI-H2347,4,85121281,191273062,1.087,9.32e-07,481175,603287
NCI-H2347,5,1,37287435,1.6,1.0,155215,286652
NCI-H2347,5,37287691,37430472,1.013,2.46e-14,427,499
NCI-H2347,5,37430597,55323368,1.596,4.09e-14,65567,120753
NCI-H2347,5,55323467,55430059,1.155,1.27e-07,412,549
NCI-H2347,5,55430546,116678565,1.581,2.81e-07,275311,502323
NCI-H2347,5,116678709,156775198,1.052,0.0,180567,219226
NCI-H2347,5,156775274,180857865,1.576,0.0,99173,180309
NCI-H2347,6,1,26387064,1.417,1.0,85968,140574
NCI-H2347,6,26387215,28990206,1.151,7.26e-46,8312,11040
NCI-H2347,6,28990573,77589276,1.045,1.67e-10,190980,230276
NCI-H2347,6,77591004,77647723,0.693,1.62e-08,344,275
NCI-H2347,6,77647812,77858673,1.049,2.25e-06,879,1064
NCI-H2347,6,77858875,125563928,0.563,4.31e-31,215934,140219
NCI-H2347,6,125564442,125655984,0.367,3.44e-09,482,204
NCI-H2347,6,125656175,144780589,0.56,5.78e-09,93000,60097
NCI-H2347,6,144781757,144876792,0.224,4.12e-34,449,116
NCI-H2347,6,144877566,170899991,0.555,0.0,108096,69282
NCI-H2347,7,1,68173314,1.096,1.0,252085,318830
NCI-H2347,7,68173381,94091894,1.032,4.1e-34,103630,123391
NCI-H2347,7,94092154,94239130,0.814,1.63e-06,753,707
NCI-H2347,7,94239369,98788557,1.047,5.29e-07,18409,22243
NCI-H2347,7,98789430,98896327,0.621,7.65e-12,317,227
NCI-H2347,7,98897222,158821423,1.025,4.08e-11,246663,291851
NCI-H2347,8,1,11678515,0.925,1.0,32603,34796
NCI-H2347,8,11678822,11874847,1.336,1.06e-09,537,828
NCI-H2347,8,11874898,76092625,0.931,1.58e-09,254733,273627
NCI-H2347,8,76092789,127977543,1.411,0.0,244544,398110
NCI-H2347,8,127977654,128753019,1.225,1.81e-13,4455,6296
NCI-H2347,8,128753340,141066390,1.361,1.2e-07,59515,93451
NCI-H2347,8,141066440,146274825,1.486,2.02e-14,15492,26562
NCI-H2347,9,1,9518744,0.34,1.0,41392,16254
NCI-H2347,9,9518896,9602149,0.002,0.0,871,2
NCI-H2347,9,9682894,14439125,0.348,0.0,22164,8891
NCI-H2347,9,14441234,14618048,0.936,0.0,927,1001
NCI-H2347,9,14618267,16560958,0.627,2.59e-14,8390,6068
NCI-H2347,9,16561236,16659004,0.916,8.17e-08,495,523
NCI-H2347,9,16659511,24063645,0.631,8.45e-08,34251,24953
NCI-H2347,9,24064291,24159631,0.955,1.81e-08,439,484
NCI-H2347,9,24159749,25296777,0.623,1.69e-08,4876,3504
NCI-H2347,9,25297161,25898808,0.351,4.3e-51,2922,1183
NCI-H2347,9,25901938,70235483,0.622,0.0,53183,38156
NCI-H2347,9,70235564,119565105,0.819,0.0,216191,204399
NCI-H2347,9,119565256,119667807,0.615,5.29e-07,626,444
NCI-H2347,9,119668201,127167470,0.818,7.82e-07,34109,32192
NCI-H2347,9,127167612,140273251,0.862,6.28e-07,39057,38853
NCI-H2347,10,1,24739997,0.81,1.0,105539,98639
NCI-H2347,10,24740355,37632635,0.84,1.27e-06,53749,52119
NCI-H2347,10,37632860,52585365,0.887,1.87e-07,28707,29382
NCI-H2347,10,52585645,52725125,0.354,1.42e-63,681,278
NCI-H2347,10,52725492,74309379,0.899,0.0,95074,98674
NCI-H2347,10,74309936,74386528,0.626,1.38e-07,414,299
NCI-H2347,10,74387308,114716499,0.896,1.94e-07,171675,177406
NCI-H2347,10,114716748,114821750,0.594,2.07e-13,629,431
NCI-H2347,10,114823123,124648685,0.792,6.57e-07,50369,46050
NCI-H2347,10,124648790,124775843,0.595,4.32e-07,661,454
NCI-H2347,10,124776316,135374736,0.804,1.05e-07,46613,43217
NCI-H2347,11,1,2459091,1.205,1.0,5617,7809
NCI-H2347,11,2459862,22816397,1.088,2.96e-08,86445,108509
NCI-H2347,11,22817114,22884807,0.771,1.59e-07,416,370
NCI-H2347,11,22884884,134452383,1.098,6.44e-08,447697,567202
NCI-H2347,12,1,90141446,1.101,1.0,384308,488309
NCI-H2347,12,90141534,123747827,1.079,1.27e-06,142253,177149
NCI-H2347,12,123748589,123882255,1.879,0.0,416,902
NCI-H2347,12,123882439,132349533,1.085,7.88e-17,31299,39198
NCI-H2347,13,1,34963282,0.868,1.0,70399,70533
NCI-H2347,13,34963504,64665220,0.838,9.26e-08,134733,130306
NCI-H2347,13,64665948,101632658,0.862,4.74e-08,175213,174286
NCI-H2347,13,101633094,104221769,0.813,3.7e-06,13238,12412
NCI-H2347,13,104222428,114142979,0.869,2.65e-06,40499,40592
NCI-H2347,14,1,55721112,1.321,1.0,157758,240424
NCI-H2347,14,55721299,103376049,1.282,2.55e-12,217977,322418
NCI-H2347,14,103376318,106368584,1.47,9.67e-13,4660,7902
NCI-H2347,15,1,30778143,0.914,1.0,24802,26171
NCI-H2347,15,30778505,45733654,0.56,0.0,64069,41374
NCI-H2347,15,45734849,48167127,0.866,0.0,11285,11271
NCI-H2347,15,48167195,48286442,0.339,2.03e-48,512,200
NCI-H2347,15,48287289,58326907,0.893,0.0,45478,46850
NCI-H2347,15,58327536,58400519,0.599,2.49e-08,385,266
NCI-H2347,15,58400730,62374651,0.886,6.13e-08,18641,19052
NCI-H2347,15,62375746,65374674,1.037,0.0,10463,12518
NCI-H2347,15,65374777,100338914,1.104,3.68e-06,141047,179671
NCI-H2347,16,1,4146283,0.604,1.0,10161,7086
NCI-H2347,16,4148185,4378064,0.985,6.6e-10,396,450
NCI-H2347,16,4378878,53851930,0.561,1.94e-12,129565,83912
NCI-H2347,16,53852295,88827253,0.59,2.22e-16,137945,93925
NCI-H2347,17,1,13286975,0.557,1.0,47926,30807
NCI-H2347,17,13287056,13355842,0.007,0.0,493,4
NCI-H2347,17,13395656,21624613,0.569,0.0,22930,15059
NCI-H2347,17,21625344,73685001,1.102,0.0,188644,239844
NCI-H2347,17,73685217,78017599,1.197,5.08e-10,10505,14515
NCI-H2347,17,78017924,78181877,0.498,7.85e-50,522,300
NCI-H2347,17,78182178,78774741,1.16,0.0,1354,1812
NCI-H2347,18,1,11902258,0.704,1.0,51394,41742
NCI-H2347,18,11903145,25269127,0.743,5.39e-09,48843,41899
NCI-H2347,18,25269352,25686632,0.875,2.25e-06,1874,1893
NCI-H2347,18,25686965,55732374,0.74,9.03e-07,142295,121503
NCI-H2347,18,55732980,55916313,0.562,3.51e-07,749,486
NCI-H2347,18,55916925,76117152,0.756,3.34e-08,92268,80527
NCI-H2347,19,1,1981515,0.966,1.0,2854,3181
NCI-H2347,19,1983132,63811650,0.844,5.71e-07,143387,139715
NCI-H2347,20,1,17395771,1.034,1.0,76443,91182
NCI-H2347,20,17395869,62435963,1.066,1.21e-07,168174,206946
NCI-H2347,21,1,21773915,0.93,1.0,34794,37336
NCI-H2347,21,21774057,21842920,0.623,2.94e-09,426,306
NCI-H2347,21,21843175,31248996,0.892,1.35e-07,44430,45726
NCI-H2347,21,31249882,46944322,0.933,2.3e-07,63297,68119
NCI-H2347,22,1,23034348,0.987,1.0,15093,17181
NCI-H2347,22,23034458,27126257,0.836,4.96e-25,15132,14590
NCI-H2347,22,27126445,49691431,0.888,1.04e-06,78463,80419
NCI-H2347,X,1,43166822,0.79,1.0,181395,165344
NCI-H2347,X,43167317,147981349,0.813,4.16e-12,368363,345526
NCI-H2347,X,147981379,148196713,0.655,2.43e-06,988,747
NCI-H2347,X,148197974,154913753,0.825,7.75e-07,21463,20434
